SGB_ID,Completeness,Contamination,Genome size (bp),Contig count,N50,GC,BioProject,Domain,Phylum,Class,Order,Family,Genus,Species,fastani_ani
R18__metabat2_low_PE.027.contigs,79.12,3.75,2294405,382,8835,46.4,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__,s__,
SAMEA104404100__maxbin2_low_prob.019.contigs,93.96,0.81,2571337,91,59495,49.7,PRJEB23642,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__,s__,
X363_Desmarests_Spiny_Pocket_Mouse__metabat2_low_PE.006.contigs,96.75,0.65,3720996,323,15050,42.6,multi-species,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__,s__,
X66_Mouflon__metabat2_high_PE.002.contigs,69.21,1.12,1510132,357,4833,47.0,multi-species,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__,s__,
Ash_p1__metabat2_low_PE.028.contigs,96.98,0.0,2314656,113,30518,44.2,PRJEB20308,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__,
Cebus_capucinus_imitator_PRJNA485217_SSR024__maxbin2_low_prob.004.contigs,90.5,3.87,5314479,893,9650,42.1,PRJNA485217,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__,
CHCFR05602__metabat2_low_PE.022.contigs,96.0,0.56,3201090,90,45470,49.9,PRJNA417359,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides togonis,96.66
Cinder_p2__metabat2_low_PE.021.contigs,96.53,0.19,2694692,140,31465,45.5,PRJEB20308,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__,
DGYFI06202__metabat2_high_PE.032.contigs,95.25,0.0,3033246,66,92762,50.6,PRJNA417359,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides sp002160055,98.62
DHKFC23501__metabat2_low_PE.030.contigs,93.57,0.02,3002110,193,24556,53.9,PRJNA417359,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__,
Kenny_p2__metabat2_high_PE.004.contigs,97.52,0.0,2526888,173,26100,46.9,PRJEB20308,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__,
MJGMD1__maxbin2_high_prob.004.contigs,98.2,3.7,5544799,445,27938,43.7,PRJNA476660,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides thetaiotaomicron,98.69
MJGMH1__metabat2_high_PE.019.contigs,96.36,1.49,3889211,205,28583,45.6,PRJNA476660,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides fluxus,99.26
MJGMH2__maxbin2_low_prob.021.contigs,99.26,0.73,5040563,211,65280,43.7,PRJNA476660,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides fragilis,99.36
NBJMC04201__metabat2_low_PE.012.contigs,98.45,0.12,3969629,85,72587,47.0,PRJNA417359,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides uniformis,97.79
SAMEA3387464__metabat2_high_PE.048.contigs,97.39,0.0,3160087,285,18365,46.8,PRJEB9357,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides stercoris,98.22
SAMEA3663297__metabat2_low_PE.003.contigs,93.14,1.63,3055021,357,11943,52.0,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__,
artificially_reared_1__metabat2_low_PE.002.contigs,92.92,3.0,3388189,289,22403,39.1,PRJNA316560-PRJNA316570,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_A,s__,
artificially_reared_2__metabat2_high_PE.035.contigs,97.45,0.62,3857403,149,45601,37.7,PRJNA316560-PRJNA316570,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_A,s__,
DGYFI06203__metabat2_low_PE.020.contigs,84.48,0.84,2416844,444,7088,47.7,PRJNA417359,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_A,s__Bacteroides_A barnesiae,98.65
Flurry_p1__metabat2_high_PE.018.contigs,96.81,0.15,2555007,167,23999,43.3,PRJEB20308,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_A,s__,
Juniper_p1__metabat2_low_PE.029.contigs,94.52,0.19,2791296,143,30966,41.1,PRJEB20308,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_A,s__,
SAMEA104404100__maxbin2_high_prob.036.contigs,89.88,0.75,2797685,174,31802,42.4,PRJEB23642,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_A,s__,
SAMEA104404106__metabat2_low_PE.044.contigs,92.09,0.97,2517588,117,32545,42.3,PRJEB23642,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_A,s__,
SAMEA3387464__metabat2_high_PE.014.contigs,97.93,0.75,3474309,177,32744,44.1,PRJEB9357,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_A,s__Bacteroides_A plebeius,96.79
SAMEA3387508__maxbin2_high_prob.017.contigs,95.01,0.37,3038574,237,20431,40.6,PRJEB9357,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_A,s__Bacteroides_A coprocola,98.27
Virginia_p1__maxbin2_low_prob.017.contigs,97.59,0.0,2612167,236,19310,43.1,PRJEB20308,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_A,s__,
Cebus_capucinus_imitator_PRJNA485217_SSR024__metabat2_high_PE.013.contigs,97.65,0.0,4522315,135,69382,41.7,PRJNA485217,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_B,s__Bacteroides_B dorei,99.41
Cinder_p2__metabat2_low_PE.026.contigs,96.47,0.02,2422947,184,20857,40.7,PRJEB20308,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__CAG-462,s__,
R18__maxbin2_low_prob.051.contigs,89.2,2.86,1971316,313,9371,51.9,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__F0040,s__,
R26__maxbin2_low_prob.020.contigs,93.33,0.93,2068199,76,53610,55.0,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__F0040,s__,
SAMEA3663097__metabat2_low_PE.001.contigs,87.83,2.39,2691669,409,10359,52.7,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__F0040,s__,
R24__metabat2_low_PE.011.contigs,96.9,1.26,3629366,206,29877,45.5,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Ga6A1,s__Ga6A1 sp900102385,96.67
artificially_reared_2__metabat2_low_PE.008.contigs,94.8,1.67,2733350,84,53883,45.6,PRJNA316560-PRJNA316570,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Paraprevotella,s__,
Oklahoma_p2__metabat2_low_PE.029.contigs,97.68,0.37,2365906,69,66796,43.5,PRJEB20308,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Paraprevotella,s__,
SAMEA104404099__maxbin2_low_prob.008.contigs,78.14,1.24,1523932,374,4935,48.1,PRJEB23642,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__,
C._urophasianus_2_cecum__metabat2_low_PE.008.contigs,96.88,0.93,2243137,169,20465,49.7,PRJNA336354,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
C._urophasianus_4_cecum__metabat2_high_PE.002.contigs,79.24,2.98,1893807,510,4479,51.2,PRJNA336354,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
Cebus_capucinus_imitator_PRJNA485217_SSR098__maxbin2_low_prob.011.contigs,99.07,0.12,3526726,381,15878,46.5,PRJNA485217,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
DGYMR06203__metabat2_low_PE.044.contigs,59.61,0.39,1890696,60,42817,51.3,PRJNA417359,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp000433175,97.67
Escalade_p1__maxbin2_low_prob.011.contigs,99.32,0.68,3226576,102,91527,45.3,PRJEB20308,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella copri,96.22
R02__maxbin2_low_prob.043.contigs,97.98,2.97,3594496,358,19344,45.4,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
R03__metabat2_low_PE.024.contigs,91.86,1.49,3310391,397,11255,48.2,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
R06__metabat2_low_PE.001.contigs,71.71,2.02,1784214,496,4088,49.2,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
R12__metabat2_high_PE.039.contigs,86.95,2.78,3683130,592,8137,50.5,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
R16__maxbin2_low_prob.001.contigs,96.11,0.34,2161775,74,60632,57.5,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
R21__metabat2_high_PE.018.contigs,95.61,1.91,3410190,183,34388,50.9,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
R23__metabat2_high_PE.030.contigs,98.06,1.22,3300729,159,35086,49.0,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900316265,97.06
R23__metabat2_high_PE.035.contigs,98.15,0.32,3464550,74,72398,49.3,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900316985,96.67
R24__maxbin2_high_prob.033.contigs,96.92,1.02,4189179,220,33028,43.3,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
R25__metabat2_low_PE.048.contigs,83.16,1.54,2890385,419,9131,56.0,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900318915,95.07
R26__metabat2_high_PE.018.contigs,92.7,0.56,2944033,152,33542,48.5,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
R26__metabat2_low_PE.011.contigs,91.09,1.06,2499705,364,9779,41.3,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
SAMEA104315432__metabat2_low_PE.029.contigs,99.17,0.28,2781609,137,34463,46.1,PRJEB22765,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp002251295,97.54
SAMEA104315432__metabat2_low_PE.031.contigs,96.2,0.19,3094387,179,29368,44.8,PRJEB22765,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
SAMEA104315434__metabat2_high_PE.014.contigs,92.47,0.49,3006922,139,34987,48.0,PRJEB22765,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
SAMEA104315436__metabat2_high_PE.045.contigs,92.14,1.34,2675796,296,13858,43.3,PRJEB22765,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp000436915,96.84
SAMEA104315437__maxbin2_low_prob.038.contigs,70.91,0.72,2077751,280,12114,45.1,PRJEB22765,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
SAMEA104315437__metabat2_high_PE.027.contigs,92.27,1.3,3393712,136,48062,45.9,PRJEB22765,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp000436035,97.19
SAMEA104315437__metabat2_high_PE.043.contigs,97.36,4.56,4516071,154,68302,44.0,PRJEB22765,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
SAMEA104404100__maxbin2_high_prob.075.contigs,55.31,4.74,1567730,532,3096,40.2,PRJEB23642,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
SAMEA3387512__maxbin2_low_prob.006.contigs,99.2,0.0,3184333,69,95444,46.4,PRJEB9357,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
SAMEA3663023__metabat2_low_PE.038.contigs,87.45,0.12,2418906,374,8765,47.7,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
SAMEA3663028__metabat2_low_PE.038.contigs,73.78,1.48,1814694,183,13397,50.2,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
SAMEA3663036__metabat2_high_PE.014.contigs,95.86,1.11,3034558,181,26973,44.6,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
SAMEA3663036__metabat2_high_PE.031.contigs,97.52,0.02,2903491,144,30798,49.2,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp002251365,98.12
SAMEA3663036__metabat2_low_PE.037.contigs,97.59,0.49,2728570,239,18910,48.8,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp002251245,98.99
SAMEA3663038__metabat2_low_PE.036.contigs,87.33,2.04,2200882,364,8149,49.1,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
SAMEA3663048__metabat2_high_PE.014.contigs,90.83,0.74,2692282,225,17512,48.7,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
SAMEA3663054__maxbin2_low_prob.026.contigs,97.76,0.0,2296324,150,30235,44.6,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
SAMEA3663069__metabat2_low_PE.007.contigs,93.56,1.03,2879628,412,10092,48.6,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
SAMEA3663070__metabat2_low_PE.033.contigs,83.33,2.49,2605022,561,5711,51.0,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900319905,98.23
SAMEA3663083__maxbin2_low_prob.012.contigs,98.15,0.68,2835675,217,22837,53.6,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp002300055,99.25
SAMEA3663083__metabat2_high_PE.004.contigs,99.34,0.31,2520853,64,69940,43.7,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp002299275,99.27
SAMEA3663084__metabat2_high_PE.009.contigs,89.18,1.05,2151311,462,5701,46.5,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp002251435,98.83
SAMEA3663085__metabat2_high_PE.025.contigs,97.47,0.68,3124626,150,35159,43.5,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp000434515,97.37
SAMEA3663092__metabat2_high_PE.017.contigs,97.48,0.12,2575578,148,28647,46.3,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
SAMEA3663095__metabat2_high_PE.003.contigs,98.52,0.53,2908126,147,29144,50.1,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp002480935,97.72
SAMEA3663095__metabat2_low_PE.016.contigs,95.41,0.79,2757521,175,27252,49.4,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900322035,97.88
SAMEA3663095__metabat2_low_PE.021.contigs,94.96,1.35,2468139,221,18524,51.4,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp002299635,99.02
SAMEA3663099__metabat2_high_PE.014.contigs,69.94,0.77,1863866,516,4010,50.0,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
SAMEA3663103__metabat2_high_PE.013.contigs,95.15,1.58,2711014,328,13324,54.7,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
SAMEA3663103__metabat2_low_PE.014.contigs,97.13,0.7,3087973,274,19711,46.2,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
SAMEA3663124__metabat2_high_PE.028.contigs,92.69,0.67,2461399,206,20763,46.7,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900313215,98.26
SAMEA3663124__metabat2_low_PE.015.contigs,92.53,0.37,2409844,193,18842,51.6,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp000434975,96.97
SAMEA3663177__metabat2_low_PE.009.contigs,89.63,0.94,2191431,427,6430,49.2,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp000834015,99.21
SAMEA3663208__metabat2_high_PE.004.contigs,98.23,1.67,3215719,97,53681,50.0,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
SAMEA3663208__metabat2_low_PE.010.contigs,99.63,1.3,4267824,145,57840,47.4,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
X288_Common_Brushtail__metabat2_high_PE.006.contigs,80.76,2.09,1821625,377,5692,49.2,multi-species,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
X430_Giraffe__metabat2_high_PE.008.contigs,87.02,4.17,2981319,308,13954,43.9,multi-species,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,
Cebus_capucinus_imitator_PRJNA485217_SSR118__metabat2_low_PE.012.contigs,94.75,0.37,2615581,60,62352,52.9,PRJNA485217,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotellamassilia,s__,
Garnier_p2__metabat2_high_PE.025.contigs,96.9,0.0,2421029,140,25221,48.9,PRJEB20308,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotellamassilia,s__,
Mya_p2__metabat2_high_PE.022.contigs,97.65,0.0,2260216,144,26580,47.1,PRJEB20308,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotellamassilia,s__,
SAMEA104315425__metabat2_high_PE.039.contigs,71.65,1.0,2034013,549,4033,45.1,PRJEB22765,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotellamassilia,s__,
SAMEA104404097__metabat2_low_PE.059.contigs,89.07,2.33,3121316,172,36572,45.5,PRJEB23642,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotellamassilia,s__,
SAMEA104404106__metabat2_high_PE.037.contigs,95.95,0.5,2790475,275,14501,45.5,PRJEB23642,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotellamassilia,s__,
SAMEA3387467__maxbin2_low_prob.010.contigs,98.02,0.0,2823351,195,22938,47.2,PRJEB9357,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotellamassilia,s__Prevotellamassilia sp000437675,98.97
SAMEA3663013__metabat2_low_PE.021.contigs,94.22,0.07,2286256,173,23490,54.0,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotellamassilia,s__,
SAMEA3663047__metabat2_low_PE.025.contigs,89.73,0.46,2319689,323,9125,53.9,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotellamassilia,s__,
SAMEA3663094__metabat2_low_PE.004.contigs,70.96,0.17,1833248,461,4660,53.3,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotellamassilia,s__,
SAMEA3663105__metabat2_low_PE.034.contigs,93.84,0.0,2538192,226,15125,42.7,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotellamassilia,s__,
SAMEA3663118__metabat2_high_PE.027.contigs,88.68,0.74,2017254,367,7974,52.5,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotellamassilia,s__,
R27__metabat2_high_PE.044.contigs,78.14,3.23,2478887,537,5801,47.6,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA1179,s__UBA1179 sp002310175,95.28
R16__metabat2_high_PE.017.contigs,89.06,0.87,2547981,99,47778,54.7,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA1189,s__,
R22__metabat2_low_PE.006.contigs,89.27,1.47,3016873,101,54414,53.2,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA1189,s__,
R15__metabat2_low_PE.055.contigs,85.5,1.12,1953242,224,13167,50.1,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA1786,s__,
R18__maxbin2_high_prob.008.contigs,88.76,1.24,2459157,271,15342,44.5,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA1786,s__,
R20__metabat2_high_PE.015.contigs,82.12,0.0,1542349,138,20054,41.6,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA1786,s__,
X101_Horse__maxbin2_high_prob.001.contigs,53.65,2.04,1866518,528,3736,49.0,multi-species,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA1786,s__,
R23__metabat2_high_PE.006.contigs,93.8,1.49,2991711,200,22268,52.6,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA3839,s__,
R25__metabat2_high_PE.055.contigs,83.29,0.93,3061951,234,19796,48.8,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA3839,s__UBA3839 sp900314125,97.15
R05__metabat2_low_PE.025.contigs,73.58,1.62,2591971,634,4803,48.5,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA4334,s__,
R20__metabat2_low_PE.030.contigs,91.2,2.97,3725840,217,24009,51.6,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA4334,s__,
R24__metabat2_low_PE.026.contigs,91.38,1.39,3714368,560,9601,43.6,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA4334,s__,
